event,site,date,round,white,black,result,white_elo,black_elo,eco,set_up,time_control,start_time,end_time,termination,link,movetext,n_moves,w1,b1,w2,b2,w3,b3,w4,b4,w5,b5,w6,b6,w7,b7,w8,b8,w9,b9,w10,b10,last_move,complete_movetext,w_b_moves,w_k_moves,w_n_moves,w_o_moves,w_q_moves,w_r_moves,b_b_moves,b_k_moves,b_n_moves,b_o_moves,b_q_moves,b_r_moves,b_moves,k_moves,n_moves_2,o_moves,q_moves,r_moves,termination_broad,me,win,draw,loss,my_result,elo_dif,my_elo
Bullet,Chess.com,2020-10-31,-,dtjv,therealslim_kt,0-1,1768,1808,C01,NA,60,15:51:51,15:52:27,therealslim_kt won by resignation,https://www.chess.com/live/game/5664502240,1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Nf6 5. Nc3 Be7 6. Bd3 O-O 7. Nge2 Bg4 8. f3 Bh5 9. O-O Bg6 10. Be3 c6 11. Ng3 Nbd7 12. f4 Nb6 13. c5 Nc4 14. Qd2 Nxd2,14,e4,e6,d4,d5,exd5,exd5,c4,Nf6,Nc3,Be7,Bd3,O-O,Nge2,Bg4,f3,Bh5,O-O,Bg6,Be3,c6,Nxd2,TRUE,2,1,3,1,1,1,4,1,5,1,0,1,6,2,8,2,1,2,Normal,Black,1,0,FALSE,Win,40,1808
Bullet,Chess.com,2020-10-31,-,therealslim_kt,Devanha78,1-0,1801,1765,A43,NA,60,15:49:36,15:51:46,therealslim_kt won on time,https://www.chess.com/live/game/5664491780,1. c4 c5 2. d4 cxd4 3. Nf3 e5 4. Nxe5 Qa5+ 5. Bd2 Qxe5 6. g3 Qe4 7. f3 Qe7 8. Bg2 Nc6 9. O-O g6 10. Bf4 Bg7 11. Nd2 d6 12. Ne4 Be5 13. Qd2 Nf6 14. Bg5 Nxe4 15. fxe4 f6 16. Bh6 Be6 17. b4 Bxc4 18. Rac1 b5 19. a4 a6 20. axb5 axb5 21. Rfd1 Qe6 22. e3 Kf7 23. exd4 Bxd4+ 24. Kh1 Be5 25. Bf4 Rhf8 26. Bh6 Rfe8 27. Be3 Kg8 28. Bd4 Ra3 29. Rxc4 Qxc4 30. Bxe5 Nxe5 31. Qd5+ Qxd5 32. exd5 Rb3 33. h4 Rxb4 34. h5 Rb2 35. hxg6,35,c4,c5,d4,cxd4,Nf3,e5,Nxe5,Qa5+,Bd2,Qxe5,g3,Qe4,f3,Qe7,Bg2,Nc6,O-O,g6,Bf4,Bg7,hxg6,TRUE,10,2,4,1,2,4,6,2,4,0,7,6,16,4,8,1,9,10,Time forfeit,White,1,0,FALSE,Win,36,1801
Bullet,Chess.com,2020-10-31,-,Schachfloh49,therealslim_kt,0-1,1791,1794,C00,NA,60,15:47:35,15:49:30,therealslim_kt won on time,https://www.chess.com/live/game/5664482513,1. e4 e6 2. d3 d5 3. e5 c5 4. Nf3 Nc6 5. Be2 Qc7 6. O-O Nxe5 7. Nxe5 Qxe5 8. c3 Qc7 9. d4 Bd6 10. f4 Nf6 11. g4 h6 12. Be3 Bd7 13. Qd2 O-O-O 14. Rf2 g5 15. b4 Ne4 16. Qe1 Nxf2 17. Bxf2 Bxf4 18. bxc5 Bxh2+ 19. Kg2 Bf4 20. Nd2 e5 21. Nf3 e4 22. Ne5 Bxe5 23. dxe5 Qxe5 24. Bg3 Qe7 25. c6 Bxc6 26. c4 d4 27. Rb1 d3 28. Bxd3 exd3+ 29. Kh2 Qc5,29,e4,e6,d3,d5,e5,c5,Nf3,Nc6,Be2,Qc7,O-O,Nxe5,Nxe5,Qxe5,c3,Qc7,d4,Bd6,f4,Nf6,Qc5,TRUE,5,3,5,1,2,3,7,1,5,1,6,1,12,4,10,2,8,4,Time forfeit,Black,1,0,FALSE,Win,3,1794
Bullet,Chess.com,2020-10-31,-,therealslim_kt,jhillary,1-0,1786,1707,A20,NA,60,15:45:13,15:47:30,therealslim_kt won on time,https://www.chess.com/live/game/5664471768,1. c4 e5 2. d4 exd4 3. Nf3 Nf6 4. Nxd4 Bc5 5. g3 d6 6. Bg2 Bxd4 7. Qxd4 Nc6 8. Qc3 O-O 9. Bg5 h6 10. Bh4 Be6 11. f4 Qd7 12. O-O Nh7 13. Nd2 Rae8 14. Ne4 Ne7 15. Rad1 Bh3 16. Nc5 Qc8 17. Ne4 Bxg2 18. Kxg2 Nf5 19. Rd5 Nxh4+ 20. gxh4 Rxe4 21. f5 Qe8 22. f6 Nxf6 23. Rxf6 Rxe2+ 24. Kh1 gxf6 25. Qg3+ Kh7 26. Qd3+ Re4 27. Rd4 f5 28. Kg2 Kh8 29. Kf3 Rg8 30. Rxe4 fxe4+ 31. Qxe4 Qxe4+ 32. Kxe4 Rg2 33. Kd5 Rxh2 34. c5 Rxh4 35. cxd6 Rh3 36. dxc7 Rc3 37. bxc3 Kh7 38. c8=Q h5 39. Qf5+,39,c4,e5,d4,exd4,Nf3,Nf6,Nxd4,Bc5,g3,d6,Bg2,Bxd4,Qxd4,Nc6,Qc3,O-O,Bg5,h6,Bh4,Be6,Qf5+,TRUE,3,7,6,1,6,6,5,4,7,1,4,11,8,11,13,2,10,17,Time forfeit,White,1,0,FALSE,Win,79,1786
Bullet,Chess.com,2020-10-31,-,dair23,therealslim_kt,0-1,1719,1779,B27,NA,60,15:43:03,15:45:12,therealslim_kt won on time,https://www.chess.com/live/game/5664461380,1. e4 c5 2. Nf3 e5 3. c3 Nc6 4. d4 cxd4 5. cxd4 exd4 6. Nxd4 Nf6 7. Nxc6 bxc6 8. Nc3 Bb4 9. Bg5 Qa5 10. Qc2 Qxg5 11. Bd3 O-O 12. O-O Nh5 13. g3 Nf4 14. Ne2 Nh3+ 15. Kg2 d5 16. exd5 Qxd5+ 17. Be4 Qe6 18. a3 Be7 19. Nd4 Qh6 20. Bf5 Bxf5 21. Nxf5 Qe6 22. Nxe7+ Qxe7 23. Kxh3 Rfd8 24. Kg2 Rd5 25. Qxc6 Rad8 26. Rfe1 Rd2 27. Rxe7 Rxf2+ 28. Kxf2 Rf8 29. Ke3 h6,29,e4,c5,Nf3,e5,c3,Nc6,d4,cxd4,cxd4,exd4,Nxd4,Nf6,Nxc6,bxc6,Nc3,Bb4,Bg5,Qa5,Qc2,Qxg5,h6,TRUE,4,6,8,1,2,3,3,1,5,1,7,7,7,7,13,2,9,10,Time forfeit,Black,1,0,FALSE,Win,60,1779
Bullet,Chess.com,2020-10-31,-,therealslim_kt,vassa84,0-1,1772,1808,A40,NA,60,15:41:13,15:42:55,vassa84 won by checkmate,https://www.chess.com/live/game/5664453198,1. c4 g6 2. d4 Bg7 3. Nc3 e6 4. e4 Ne7 5. f4 O-O 6. Nf3 d5 7. Bd3 Nbc6 8. cxd5 exd5 9. e5 Nf5 10. Bb5 Be6 11. O-O Nce7 12. Ng5 c6 13. Nxe6 fxe6 14. Bd3 Nxd4 15. Bxg6 Nxg6 16. Qxd4 Qh4 17. Be3 b6 18. Bf2 Qg4 19. Bg3 Nxe5 20. fxe5 Qxd4+ 21. Kh1 Bxe5 22. Bf2 Rxf2 23. Rxf2 Qxf2 24. Rg1 Rf8 25. Nd1 Qxg1+ 26. Kxg1 Bd4+ 27. Kh1 Rf1#,27,c4,g6,d4,Bg7,Nc3,e6,e4,Ne7,f4,O-O,Nf3,d5,Bd3,Nbc6,cxd5,exd5,e5,Nf5,Bb5,Be6,Rf1#,TRUE,8,4,5,1,1,3,4,1,7,1,5,4,12,5,12,2,6,7,Normal,White,0,0,TRUE,Loss,-36,1772
Bullet,Chess.com,2020-10-31,-,therealslim_kt,cawa1111,0-1,1780,1876,A50,NA,60,15:38:38,15:41:07,cawa1111 won on time,https://www.chess.com/live/game/5664441288,1. c4 Nf6 2. d4 g6 3. Nc3 Bg7 4. e4 O-O 5. f4 c6 6. Nf3 d5 7. e5 Nfd7 8. c5 e6 9. Bd3 Na6 10. O-O Nb4 11. Bb1 Na6 12. a3 b5 13. Nd2 b4 14. axb4 Nxb4 15. Qa4 a5 16. Na2 Nd3 17. Bxd3 f5 18. exf6 Nxf6 19. Nf3 Ne4 20. Ne5 Bd7 21. Qc2 Bc8 22. Bxe4 dxe4 23. Qxe4 Bb7 24. Nc3 a4 25. Bd2 a3 26. bxa3 Ba6 27. Rf3 g5 28. Nxc6 Qc8 29. Ne7+ Kh8 30. Nxc8 Raxc8 31. fxg5 Bb7 32. Rxf8+ Rxf8 33. Qe3 Bd5 34. Rf1 Bc4 35. Rxf8+ Bxf8 36. Qe5+ Kg8 37. Ne4 Bg7 38. Nf6+ Bxf6 39. gxf6 Kf7 40. Qc7+ Kg6 41. Bg5 Kf5 42. h4 Bd5 43. Qg3 Be4 44. Qf2+ Kg6 45. Qb2 Bf5 46. Qb6 Kf7 47. Qd8 Kg6 48. Qe7 Kh5 49. Qg7 Kg4 50. Qh6 Be4 51. Qh5+ Kf5 52. Qf3+ Bxf3 53. gxf3 Kg6 54. d5 Kf7 55. d6 Ke8 56. d7+ Kxd7 57. c6+ Ke8 58. a4 Kd8 59. a5 Kc7 60. a6 Kxc6 61. a7 Kb6 62. a8=Q Kb5,62,c4,Nf6,d4,g6,Nc3,Bg7,e4,O-O,f4,c6,Nf3,d5,e5,Nfd7,c5,e6,Bd3,Na6,O-O,Nb4,Kb5,TRUE,6,1,12,1,16,5,16,22,9,1,1,3,22,23,21,2,17,8,Time forfeit,White,0,0,TRUE,Loss,-96,1780
Bullet,Chess.com,2020-10-31,-,therealslim_kt,akmols,1-0,1786,1677,A40,NA,60,15:36:18,15:38:32,therealslim_kt won on time,https://www.chess.com/live/game/5664430400,1. d4 e5 2. c4 d5 3. dxe5 Nc6 4. Nf3 Bg4 5. cxd5 Nb4 6. Qa4+ c6 7. dxc6 Nxc6 8. Qxg4 Be7 9. Bg5 f6 10. exf6 Bxf6 11. Qe4+ Nge7 12. Bxf6 gxf6 13. Nc3 Qd7 14. Rd1 Qc7 15. e3 O-O 16. Bc4+ Kh8 17. O-O f5 18. Qh4 Ng6 19. Qg3 Qg7 20. Nd5 Nce5 21. Nxe5 Nxe5 22. Qxg7+ Kxg7 23. Nc7 Nxc4 24. Nxa8 Rxa8 25. Rd7+ Kf6 26. Rxb7 Rg8 27. Rxa7 Nd2 28. Rd1 Ne4 29. Rxh7 f4 30. Rh6+ Kf5 31. exf4 Kxf4 32. g3+ Kf3 33. Rh4 Nxf2 34. Rd3+ Ke2 35. Rb3,35,d4,e5,c4,d5,dxe5,Nc6,Nf3,Bg4,cxd5,Nb4,Qa4+,c6,dxc6,Nxc6,Qxg4,Be7,Bg5,f6,exf6,Bxf6,Rb3,TRUE,3,1,6,1,6,11,3,8,11,1,3,3,6,9,17,2,9,14,Time forfeit,White,1,0,FALSE,Win,109,1786
Bullet,Chess.com,2020-10-31,-,rajesh2923,therealslim_kt,1-0,1835,1780,A46,NA,60,15:34:29,15:36:08,rajesh2923 won by checkmate,https://www.chess.com/live/game/5664422655,1. d4 Nf6 2. Nf3 c5 3. g3 cxd4 4. Nxd4 Nc6 5. Nxc6 bxc6 6. Bg2 g6 7. O-O Bg7 8. b3 O-O 9. Bb2 a5 10. Nd2 Ba6 11. c4 d5 12. cxd5 cxd5 13. e3 Re8 14. Re1 e5 15. Nf3 d4 16. exd4 e4 17. Ne5 Qd5 18. Rc1 Rad8 19. Qd2 Nd7 20. Nxd7 Rxd7 21. Qe3 Bd3 22. Rcd1 f5 23. Rxd3 exd3 24. Qxe8+ Bf8 25. Bxd5+ Rxd5 26. Re7 Rd6 27. Qf7+ Kh8 28. Qxh7#,28,d4,Nf6,Nf3,c5,g3,cxd4,Nxd4,Nc6,Nxc6,bxc6,Bg2,g6,O-O,Bg7,b3,O-O,Bb2,a5,Nd2,Ba6,Qxh7#,TRUE,3,1,7,1,5,6,4,2,3,1,1,6,7,3,10,2,6,12,Normal,Black,0,0,TRUE,Loss,-55,1780
Bullet,Chess.com,2020-10-31,-,MacronBestPresident,therealslim_kt,1/2-1/2,1798,1787,A40,NA,60,15:32:17,15:34:22,Game drawn by stalemate,https://www.chess.com/live/game/5664412396,1. d4 g6 2. Nc3 Bg7 3. Nf3 d6 4. Bf4 Nf6 5. Bg3 O-O 6. e3 c5 7. Be2 cxd4 8. Nxd4 Nc6 9. Nxc6 bxc6 10. O-O a5 11. h3 Ba6 12. a3 Bxe2 13. Qxe2 Nd5 14. Nxd5 cxd5 15. Rab1 Rb8 16. Qd2 Bxb2 17. c3 Bxa3 18. Ra1 Bc5 19. Rfc1 Ra8 20. c4 dxc4 21. Rxc4 Qd7 22. Qc2 Rfc8 23. Qe2 a4 24. Qa2 a3 25. Rac1 Rcb8 26. R1c2 Qb7 27. Kh2 Qb1 28. f4 Qxa2 29. Rxa2 Rb2 30. Rc2 Rxc2 31. Rxc2 a2 32. Rxa2 Rxa2 33. e4 h5 34. h4 Bf2 35. Bxf2 Rxf2 36. Kg3 Re2 37. e5 dxe5 38. fxe5 Rxe5 39. Kf4 Re6 40. g3 Kf8 41. g4 Ke8 42. gxh5 gxh5 43. Kg5 Re5+ 44. Kf4 f6 45. Kf3 Kd7 46. Kf4 Kd6 47. Kf3 Kd5 48. Kf4 Kd4 49. Kf3 Kd3 50. Kf4 Ke2 51. Kg3 Kf1 52. Kf4 Kg2,52,d4,g6,Nc3,Bg7,Nf3,d6,Bf4,Nf6,Bg3,O-O,e3,c5,Be2,cxd4,Nxd4,Nc6,Nxc6,bxc6,O-O,a5,Kg2,TRUE,4,14,5,1,5,11,7,11,3,1,4,13,11,25,8,2,9,24,Normal,Black,0,1,FALSE,Draw,-11,1787
Bullet,Chess.com,2020-10-31,-,lemniscata,therealslim_kt,0-1,1727,1787,A00,NA,60,14:57:37,14:59:43,therealslim_kt won on time,https://www.chess.com/live/game/5664258714,1. d3 e6 2. Nd2 d5 3. e4 c5 4. Ngf3 Nc6 5. c3 Nf6 6. Qc2 Be7 7. Be2 O-O 8. O-O b5 9. a4 b4 10. e5 Nd7 11. d4 Qb6 12. dxc5 Bxc5 13. c4 Ndxe5 14. cxd5 Nxf3+ 15. Nxf3 exd5 16. Ng5 f5 17. Bf4 Nd4 18. Qd1 Nxe2+ 19. Qxe2 Ba6 20. Qh5 h6 21. Nf3 Bxf1 22. Rxf1 Rae8 23. Be5 Qe6 24. Bd4 Bxd4 25. Nxd4 Qe1 26. h3 Qe5 27. Nc6 Qd6,27,d3,e6,Nd2,d5,e4,c5,Ngf3,Nc6,c3,Nf6,Qc2,Be7,Be2,O-O,O-O,b5,a4,b4,e5,Nd7,Qd6,TRUE,4,1,7,1,4,2,5,1,7,1,5,2,9,2,14,2,9,4,Time forfeit,Black,1,0,FALSE,Win,60,1787
Bullet,Chess.com,2020-10-31,-,oojpal,therealslim_kt,1-0,1835,1780,B21,NA,60,14:55:00,14:57:27,oojpal won on time,https://www.chess.com/live/game/5664246996,1. e4 c5 2. d4 cxd4 3. c3 Nc6 4. Nf3 dxc3 5. Nxc3 Nf6 6. Bc4 g6 7. e5 Ng4 8. Bxf7+ Kxf7 9. Ng5+ Kg7 10. Qxg4 e6 11. f4 Bc5 12. Nf3 Rf8 13. g3 Qb6 14. Rf1 Nd4 15. Nxd4 Bxd4 16. Rf3 d5 17. exd6 Qxd6 18. Be3 e5 19. Bxd4 Bxg4 20. Bxe5+ Qxe5+ 21. fxe5 Rxf3 22. O-O-O Rxc3+ 23. bxc3 Bxd1 24. Kxd1 Rd8+ 25. Kc2 Rc8 26. Kd3 Kf7 27. Kd4 Ke6 28. c4 Rc5 29. Kxc5 Kxe5 30. h3 h5 31. a4 a6 32. a5 g5 33. Kb6 Kd4 34. c5 Kd5 35. Kxb7 Kxc5 36. Kxa6 g4 37. h4 Kc6 38. Ka7 Kc7 39. a6 Kc8 40. Kb6 Kb8 41. Kc6 Ka7 42. Kd6 Kxa6 43. Ke6 Kb5 44. Kf6 Kc4 45. Kg5 Kd4 46. Kxh5 Ke3 47. Kxg4 Ke4 48. h5 Ke5 49. h6 Kd5 50. h7 Kd4 51. h8=Q+ Kd3 52. Qf6 Ke2 53. Kf4 Kd3 54. g4 Kc4 55. g5 Kc5 56. g6,56,e4,c5,d4,cxd4,c3,Nc6,Nf3,dxc3,Nxc3,Nf6,Bc4,g6,e5,Ng4,Bxf7+,Kxf7,Ng5+,Kg7,Qxg4,e6,g6,TRUE,5,19,5,1,2,3,4,27,4,0,3,6,9,46,9,1,5,9,Time forfeit,Black,0,0,TRUE,Loss,-55,1780
Blitz,Chess.com,2020-10-31,-,therealslim_kt,PEACE_PUSHER,0-1,1729,1774,A40,NA,300,13:19:20,13:27:23,PEACE_PUSHER won by checkmate,https://www.chess.com/live/game/5663847158,1. c4 g6 2. Nc3 Bg7 3. d4 d6 4. e4 Nd7 5. f4 a6 6. Nf3 b6 7. Bd3 Bb7 8. O-O Ngf6 9. b3 c5 10. Bb2 O-O 11. e5 Nh5 12. Qd2 cxd4 13. Nxd4 Nc5 14. Be2 Bh6 15. Bxh5 gxh5 16. e6 fxe6 17. Nce2 Qd7 18. b4 Ne4 19. Qd3 e5 20. fxe5 dxe5 21. Rxf8+ Rxf8 22. Ng3 Nf2 23. Qe2 exd4 24. Rf1 d3 25. Qe5 Rf6 26. Rxf2 d2 27. Rxd2 Qxd2 28. Qb8+ Kf7 29. Bxf6 Qxg2#,29,c4,g6,Nc3,Bg7,d4,d6,e4,Nd7,f4,a6,Nf3,b6,Bd3,Bb7,O-O,Ngf6,b3,c5,Bb2,O-O,Qxg2#,TRUE,5,1,5,1,5,5,3,2,6,1,3,3,8,3,11,2,8,8,Normal,White,0,0,TRUE,Loss,-45,1729
Blitz,Chess.com,2020-10-31,-,marce558,therealslim_kt,0-1,1703,1736,C00,NA,300,13:16:47,13:18:53,therealslim_kt won by checkmate,https://www.chess.com/live/game/5663836795,1. e4 e6 2. c4 d5 3. Nc3 d4 4. Nce2 c5 5. d3 e5 6. b3 Nc6 7. f3 Nf6 8. Bd2 a5 9. a4 Nb4 10. Nc1 Be7 11. Na2 Nh5 12. Nxb4 axb4 13. Ne2 Bg5 14. g3 O-O 15. f4 exf4 16. gxf4 Bh4+ 17. Ng3 Nxg3 18. hxg3 Bxg3+ 19. Ke2 Bg4#,19,e4,e6,c4,d5,Nc3,d4,Nce2,c5,d3,e5,b3,Nc6,f3,Nf6,Bd2,a5,a4,Nb4,Nc1,Be7,Bg4#,TRUE,1,1,7,0,0,0,5,1,5,1,0,1,6,2,12,1,0,1,Normal,Black,1,0,FALSE,Win,33,1736
Blitz,Chess.com,2020-10-31,-,therealslim_kt,Higustus127,1-0,1728,1684,D00,NA,300,13:12:20,13:15:08,therealslim_kt won by checkmate,https://www.chess.com/live/game/5663819166,1. d4 d5 2. Bf4 e6 3. Nf3 h6 4. e3 Bd6 5. Bg3 Bxg3 6. hxg3 Nf6 7. Bd3 Ke7 8. Ne5 Nbd7 9. f4 Nxe5 10. fxe5 Nd7 11. Nc3 a6 12. Qh5 f6 13. Qg6 Qf8 14. Qh5 fxe5 15. Rf1 Qe8 16. Bg6 Qd8 17. dxe5 c5 18. Rf7+ Ke8 19. Rxg7+ Kf8 20. Rf7+ Kg8 21. Bh7+ Rxh7 22. Qg6+ Kh8 23. Qxh7#,23,d4,d5,Bf4,e6,Nf3,h6,e3,Bd6,Bg3,Bxg3,hxg3,Nf6,Bd3,Ke7,Ne5,Nbd7,f4,Nxe5,fxe5,Nd7,Qxh7#,TRUE,5,0,3,0,5,4,2,5,4,0,3,1,7,5,7,0,8,5,Normal,White,1,0,FALSE,Win,44,1728
Blitz,Chess.com,2020-10-31,-,ThorSempter,therealslim_kt,0-1,1728,1720,C02,NA,300,13:05:46,13:12:03,therealslim_kt won by checkmate,https://www.chess.com/live/game/5663793812,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Nh6 6. Bxh6 gxh6 7. Bd3 Be7 8. O-O b6 9. Nbd2 Bb7 10. dxc5 bxc5 11. Bb5 Qc7 12. Nb3 O-O-O 13. a4 c4 14. Nbd4 Nxd4 15. cxd4 a6 16. Bxc4 dxc4 17. Rc1 Rhg8 18. Qe2 Qc6 19. Rxc4 Kb8 20. Rxc6 Bxc6 21. Kh1 Rg7 22. Rc1 Bb7 23. g3 Rxd4 24. Kg1 Re4 25. Qc2 Bg5 26. Nxg5 Rxg5 27. Qc7+ Ka8 28. Qxf7 Rgxe5 29. h4 Re1+ 30. Rxe1 Rxe1+ 31. Kh2 Rh1#,31,e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Nh6,Bxh6,gxh6,Bd3,Be7,O-O,b6,Nbd2,Bb7,dxc5,bxc5,Rh1#,TRUE,4,4,5,1,4,6,5,3,3,1,2,10,9,7,8,2,6,16,Normal,Black,1,0,FALSE,Win,-8,1720
Blitz,Chess.com,2020-10-31,-,therealslim_kt,mossos_79,0-1,1711,1765,A40,NA,300,12:56:11,13:04:38,mossos_79 won by resignation,https://www.chess.com/live/game/5663756380,1. d4 e5 2. dxe5 Nc6 3. Nc3 Bb4 4. Bd2 Nge7 5. Nf3 Ng6 6. Bg5 Bxc3+ 7. bxc3 Nce7 8. e4 O-O 9. Bc4 h6 10. Bh4 c6 11. Qd6 Re8 12. O-O Qa5 13. Nd2 Qxc3 14. f4 b5 15. Bb3 Nxh4 16. f5 Kh7 17. f6 Neg6 18. fxg7 Qxe5 19. Qxe5 Rxe5 20. Rxf7 Re8 21. Raf1 Rg8 22. Nf3 Ba6 23. Nxh4 Nxh4 24. Rxd7 Rxg7 25. Rff7 Rxf7 26. Rxf7+ Kg6 27. g3 c5 28. Bd5 Rd8 29. gxh4 c4 30. Rxa7 Bc8 31. Ra5 Bd7 32. c3 Kh5 33. Ra6 Bh3 34. Bf7+ Kxh4 35. Rxh6+ Kg4 36. Be6+ Kf3 37. Rxh3+ Kxe4 38. Bg4 Rg8 39. Rg3 Ke5 40. Kf2 Rd8 41. Ke3 Rd3+ 42. Ke2 Rd8 43. Re3+ Kf4 44. h3 Rd5 45. Rf3+ Kg5 46. Rf5+ Rxf5 47. Bxf5 Kxf5 48. Kf3 Kg5 49. Kg3 b4 50. cxb4 c3 51. b5 c2 52. b6 c1=Q 53. b7 Qb2,53,d4,e5,dxe5,Nc6,Nc3,Bb4,Bd2,Nge7,Nf3,Ng6,Bg5,Bxc3+,bxc3,Nce7,e4,O-O,Bc4,h6,Bh4,c6,Qb2,TRUE,10,6,5,1,2,15,6,13,7,1,4,14,16,19,12,2,6,29,Normal,White,0,0,TRUE,Loss,-54,1711
Blitz,Chess.com,2020-10-31,-,sesiso,therealslim_kt,0-1,1692,1718,C00,NA,300,12:51:14,12:55:52,therealslim_kt won by resignation,https://www.chess.com/live/game/5663737835,1. e4 e6 2. Bc4 d5 3. exd5 exd5 4. Bb5+ c6 5. Ba4 b5 6. Bb3 c5 7. c3 Nf6 8. d3 Nc6 9. Qe2+ Be7 10. Bg5 O-O 11. Nd2 Bf5 12. O-O-O b4 13. Ngf3 bxc3 14. bxc3 Rb8 15. c4 dxc4 16. dxc4 Nd4 17. Nxd4 Qxd4 18. Qe3 Qa1+ 19. Nb1 Qxb1+ 20. Kd2 Qb2+ 21. Ke1 Rfe8 22. Rd2 Qc1+ 23. Rd1 Qxe3+ 24. Bxe3 Ne4 25. Rd5 Bg6 26. Kd1 Nc3+,26,e4,e6,Bc4,d5,exd5,exd5,Bb5+,c6,Ba4,b5,Bb3,c5,c3,Nf6,d3,Nc6,Qe2+,Be7,Bg5,O-O,Nc3+,TRUE,6,4,4,1,2,4,3,1,5,1,6,3,9,5,9,2,8,7,Normal,Black,1,0,FALSE,Win,26,1718
Rapid,Chess.com,2020-10-31,-,therealslim_kt,kallehoy,1-0,1958,1833,A45,NA,600,08:16:23,08:26:13,therealslim_kt won by checkmate,https://www.chess.com/live/game/5662831054,1. d4 Nf6 2. Bf4 e6 3. Nf3 c5 4. c3 cxd4 5. cxd4 Bb4+ 6. Nc3 Qa5 7. Qc2 Nd5 8. Bd2 Bxc3 9. bxc3 Qc7 10. e4 Nb6 11. Bd3 Nc4 12. Bg5 h6 13. Bh4 b5 14. Bg3 Qa5 15. O-O O-O 16. e5 Bb7 17. Nd2 Nxd2 18. Qxd2 Rc8 19. Rac1 Bd5 20. f4 Qxa2 21. Qe3 Bc4 22. Bxc4 Qxc4 23. f5 Nc6 24. f6 g5 25. Bh4 b4 26. Bxg5 hxg5 27. Qxg5+ Kf8 28. Qg7+ Ke8 29. Qg8#,29,d4,Nf6,Bf4,e6,Nf3,c5,c3,cxd4,cxd4,Bb4+,Nc3,Qa5,Qc2,Nd5,Bd2,Bxc3,bxc3,Qc7,e4,Nb6,Qg8#,TRUE,9,1,3,1,6,2,5,3,6,1,5,2,14,4,9,2,11,4,Normal,White,1,0,FALSE,Win,125,1958
Bullet,Chess.com,2020-10-31,-,therealslim_kt,kickers129,0-1,1787,1776,A20,NA,60,05:15:48,05:18:01,kickers129 won on time,https://www.chess.com/live/game/5662377533,1. c4 e5 2. g3 d6 3. Bg2 Nf6 4. Nc3 c6 5. Nf3 Be7 6. O-O O-O 7. b4 Be6 8. b5 Bxc4 9. bxc6 Nxc6 10. Qa4 Be6 11. Rb1 Qc7 12. Ba3 Rfc8 13. Nb5 Qd7 14. d4 a6 15. d5 axb5 16. dxc6 bxc6 17. Qb4 c5 18. Qb2 b4 19. Bxb4 cxb4 20. Qxb4 Rab8 21. Qxb8 Rxb8 22. Rxb8+ Bf8 23. Nd2 g6 24. Ne4 Kg7 25. Nxf6 Kxf6 26. Rfb1 Bg7 27. R1b7 Qa4 28. h4 Qd1+ 29. Kh2 Qxe2 30. Rb3 Qxf2 31. Rf3+ Qxf3 32. Bxf3 d5 33. a4 e4 34. Be2 d4 35. a5 d3 36. Bd1 e3 37. a6 e2 38. a7 Bd5 39. Bxe2 dxe2 40. Rb1 Kf5,40,c4,e5,g3,d6,Bg2,Nf6,Nc3,c6,Nf3,Be7,O-O,O-O,b4,Be6,b5,Bxc4,bxc6,Nxc6,Qa4,Be6,Kf5,TRUE,7,2,6,1,5,8,7,4,2,1,7,4,14,6,8,2,12,12,Time forfeit,White,0,0,TRUE,Loss,11,1787
Bullet,Chess.com,2020-10-31,-,EsSalvatore,therealslim_kt,1/2-1/2,1774,1796,A40,NA,60,05:13:59,05:15:37,Game drawn by repetition,https://www.chess.com/live/game/5662373163,1. d4 e6 2. Bf4 d5 3. Nf3 c5 4. e3 cxd4 5. exd4 Nc6 6. c3 Nf6 7. Bd3 Bd6 8. Ne5 Ne4 9. Nd2 f5 10. f3 Nxd2 11. Qxd2 O-O 12. O-O Nxe5 13. dxe5 Bc5+ 14. Kh1 Qb6 15. Rfe1 Bd7 16. Be3 Bb5 17. Bxc5 Qxc5 18. Bxb5 Qxb5 19. b3 Rac8 20. Rac1 Rc6 21. Qd4 Rfc8 22. Re3 Qa5 23. h3 Qxa2 24. Kh2 Qxb3 25. Qh4 Rxc3 26. Rcxc3 Rxc3 27. Rxc3 Qxc3 28. Qd8+ Kf7 29. Qd7+ Kg6 30. Qxe6+ Kg5 31. Qe7+ Kg6 32. Qe6+ Kg5 33. Qe7+ Kg6 34. Qe6+,34,d4,e6,Bf4,d5,Nf3,c5,e3,cxd4,exd4,Nc6,c3,Nf6,Bd3,Bd6,Ne5,Ne4,Nd2,f5,f3,Nxd2,Qe6+,TRUE,5,3,3,1,10,6,4,7,5,1,7,6,9,10,8,2,17,12,Normal,Black,0,1,FALSE,Draw,22,1796
